0.00,1
0.07,1
0.19,1
0.56,2
0.59,2
0.76,3
0.78,3
0.81,4
0.85,4
0.18,1
0.71,3
0.24,1
0.10,1
0.24,1
0.80,4
0.00,1
0.73,3
0.77,3
0.78,3
0.82,4
0.82,4
0.84,4
0.87,5
0.47,1
0.77,3
0.84,4
0.85,4
0.69,2
0.72,3
0.83,4
0.43,1
0.86,5
0.00,1
0.80,4
0.39,1
0.70,3
0.32,1
0.76,3
0.74,3
0.38,1
0.65,2
0.84,4
0.84,4
0.86,5
0.89,5
0.96,6
0.37,1
0.63,2
0.76,3
0.83,4
0.86,5
0.26,1
0.27,1
0.70,2
0.74,3
0.88,5
0.00,1
0.25,1
0.26,1
0.30,1
0.75,3
0.88,5
0.94,6
0.76,3
0.81,4
0.18,1
0.26,1
0.39,1
0.39,1
0.49,1
0.49,1
0.52,2
0.64,2
0.66,2
0.74,3
0.79,3
0.84,4
0.88,5
0.88,5
0.26,1
0.31,1
0.47,1
0.63,2
0.72,3
0.73,3
0.81,4
0.82,4
0.83,4
0.84,4
0.86,5
0.90,5
0.55,2
0.56,2
0.81,4
0.87,5
0.89,5
0.92,6
0.34,1
0.43,1
0.49,1
0.51,2
0.60,2
0.68,2
0.78,3
0.83,4
0.42,1
0.56,2
0.76,3
0.79,3
0.82,4
0.92,6
0.45,1
0.85,4
0.46,1
0.68,2
0.78,3
0.84,4
0.50,2
0.66,2
0.75,3
0.77,3
0.16,1
0.41,1
0.88,5
0.93,6
0.20,1
0.66,2
0.73,3
0.76,3
0.00,1
0.37,1
0.44,1
0.64,2
0.66,2
0.72,3
0.84,4
0.33,1
0.62,2
0.75,3
0.76,3
0.76,3
0.79,3
0.84,4
0.85,4
0.87,5
0.88,5
0.91,5
0.93,6
0.49,1
0.63,2
0.71,3
0.74,3
0.76,3
0.78,3
0.79,3
0.80,3
0.82,4
0.85,4
0.88,5
0.91,5
0.37,1
0.75,3
0.75,3
0.75,3
0.76,3
0.77,3
0.83,4
0.84,4
0.85,4
0.86,5
0.27,1
0.74,3
0.75,3
0.77,3
0.78,3
0.81,4
0.92,6
0.94,6
0.97,6
0.36,1
0.63,2
0.86,5
0.87,5
0.91,6
0.92,6
0.27,1
0.52,2
0.78,3
0.83,4
0.30,1
0.78,3
0.00,1
0.26,1
0.38,1
0.61,2
0.79,3
0.27,1
0.35,1
0.91,6
0.38,1
0.47,1
0.49,1
0.57,2
0.58,2
0.61,2
0.63,2
0.63,2
0.63,2
0.70,3
0.75,3
0.76,3
0.78,3
0.82,4
0.86,5
0.87,5
0.90,5
0.94,6
0.98,6
0.51,2
0.54,2
0.58,2
0.68,2
0.68,2
0.69,2
0.73,3
0.75,3
0.83,4
0.84,4
0.87,5
0.90,5
0.90,5
0.90,5
0.51,2
0.54,2
0.59,2
0.60,2
0.65,2
0.73,3
0.83,4
0.84,4
0.89,5
0.98,6
0.51,2
0.59,2
0.73,3
0.79,3
0.81,4
0.90,5
0.94,6
0.96,6
0.29,1
0.32,1
0.68,2
0.96,6
0.29,1
0.59,2
0.72,3
0.54,2
0.95,6
0.78,3
0.86,5
0.91,6
0.00,1
0.00,1
0.20,1
0.22,1
0.22,1
0.26,1
0.27,1
0.29,1
0.39,1
0.42,1
0.42,1
0.45,1
0.47,1
0.57,2
0.57,2
0.66,2
0.68,2
0.68,2
0.69,2
0.69,2
0.69,2
0.71,3
0.72,3
0.74,3
0.74,3
0.75,3
0.76,3
0.76,3
0.77,3
0.78,3
0.78,3
0.81,4
0.82,4
0.83,4
0.84,4
0.84,4
0.85,4
0.86,5
0.86,5
0.87,5
0.88,5
0.90,5
0.91,5
0.91,5
0.91,6
0.91,6
0.93,6
0.94,6
0.95,6
0.96,6
0.96,6
0.96,6
0.97,6
0.97,6
1.00,6
1.00,6
0.00,1
0.00,1
0.21,1
0.23,1
0.24,1
0.29,1
0.33,1
0.36,1
0.41,1
0.53,2
0.65,2
0.66,2
0.68,2
0.77,3
0.79,3
0.87,5
0.90,5
0.92,6
0.93,6
0.94,6
0.95,6
0.96,6
0.98,6
0.98,6
1.00,6
1.00,6
1.00,6
0.00,1
0.79,3
0.79,3
0.87,5
0.91,5
0.00,1
0.00,1
0.62,2
0.63,2
0.91,6
0.50,2
0.79,3
0.88,5
0.38,1
0.86,5
0.82,4
0.16,1
0.29,1
0.29,1
0.36,1
0.53,2
0.54,2
0.70,2
0.77,3
0.77,3
0.83,4
0.84,4
0.88,5
0.90,5
0.92,6
0.94,6
1.00,6
1.00,6
0.71,3
0.78,3
0.92,6
0.93,6
0.27,1
0.77,3
0.32,1
0.44,1
0.45,1
0.63,2
0.66,2
0.82,4
0.83,4
0.90,5
0.94,6
1.00,6
0.19,1
0.21,1
0.80,4
0.83,4
0.83,4
0.83,4
0.91,5
0.93,6
0.00,1
0.62,2
0.67,2
0.68,2
0.69,2
0.77,3
0.77,3
0.79,3
0.80,3
0.82,4
0.83,4
0.90,5
0.91,5
0.93,6
0.94,6
0.00,1
0.26,1
0.28,1
0.29,1
0.32,1
0.35,1
0.35,1
0.40,1
0.61,2
0.76,3
0.79,3
0.80,3
0.81,4
0.82,4
0.86,5
0.86,5
0.87,5
0.91,6
0.96,6
0.97,6
1.00,6
0.75,3
0.33,1
0.41,1
0.94,6
0.97,6
0.86,5
0.92,6
0.93,6
0.25,1
0.98,6
0.54,2
0.75,3
0.76,3
0.86,5
0.00,1
0.00,1
0.00,1
0.00,1
0.26,1
0.43,1
0.78,3
0.82,4
0.83,4
0.84,4
0.85,4
0.89,5
1.00,6
1.00,6
0.72,3
0.23,1
0.38,1
0.59,2
0.67,2
0.74,3
0.80,3
0.80,4
0.85,4
0.86,5
0.91,5
0.63,2
0.79,3
0.88,5
0.92,6
0.96,6
0.00,1
0.00,1
0.21,1
0.27,1
0.27,1
0.59,2
0.59,2
0.67,2
0.82,4
0.83,4
0.84,4
0.89,5
0.93,6
0.93,6
0.94,6
0.98,6
0.98,6
1.00,6
0.00,1
0.00,1
0.10,1
0.38,1
0.41,1
0.41,1
0.59,2
0.74,3
0.76,3
0.78,3
0.84,4
0.84,4
0.85,4
0.87,5
0.88,5
0.92,6
0.93,6
0.95,6
0.96,6
0.97,6
0.97,6
0.30,1
0.31,1
0.39,1
0.46,1
0.52,2
0.68,2
0.70,2
0.79,3
0.79,3
0.83,4
0.91,6
0.95,6
0.96,6
0.00,1
0.73,3
0.83,4
0.88,5
0.92,6
0.00,1
0.17,1
0.46,1
0.48,1
0.62,2
0.74,3
0.81,4
0.83,4
0.84,4
0.85,5
0.87,5
0.90,5
0.93,6
0.93,6
0.97,6
1.00,6
0.00,1
0.00,1
0.00,1
0.73,3
0.92,6
0.97,6
0.00,1
0.93,6
0.69,2
0.78,3
0.79,3
0.93,6
0.94,6
0.00,1
0.00,1
0.40,1
0.43,1
0.73,3
0.75,3
0.83,4
0.84,4
0.84,4
0.89,5
0.89,5
0.91,6
0.95,6
0.96,6
0.97,6
1.00,6
1.00,6
0.00,1
0.20,1
0.34,1
0.79,3
0.81,4
0.83,4
0.84,4
0.88,5
0.91,6
0.00,1
0.24,1
0.28,1
0.29,1
0.37,1
0.46,1
0.58,2
0.63,2
0.68,2
0.75,3
0.76,3
0.77,3
0.83,4
0.90,5
0.96,6
1.00,6
1.00,6
0.00,1
0.16,1
0.28,1
0.29,1
0.31,1
0.32,1
0.39,1
0.57,2
0.64,2
0.82,4
0.83,4
0.84,4
0.84,4
0.84,4
0.88,5
0.89,5
0.90,5
0.93,6
0.94,6
0.95,6
0.95,6
0.62,2
0.84,4
0.22,1
0.23,1
0.35,1
0.62,2
0.64,2
0.64,2
0.78,3
0.80,4
0.83,4
0.84,4
0.92,6
0.93,6
0.00,1
0.00,1
0.21,1
0.37,1
0.39,1
0.48,1
0.73,3
0.82,4
0.84,4
0.85,4
0.88,5
0.91,5
0.91,6
0.92,6
0.94,6
0.53,2
0.77,3
0.80,4
0.81,4
0.24,1
0.37,1
0.45,1
0.49,1
0.65,2
0.75,3
0.75,3
0.85,5
0.92,6
0.93,6
0.93,6
0.96,6
0.97,6
0.97,6
1.00,6
0.00,1
0.00,1
0.34,1
0.38,1
0.39,1
0.79,3
0.83,4
0.83,4
0.84,4
0.86,5
0.93,6
0.94,6
0.94,6
0.95,6
0.96,6
0.00,1
0.00,1
0.25,1
0.74,3
0.77,3
0.78,3
0.79,3
0.80,4
0.83,4
0.83,4
0.88,5
0.90,5
0.92,6
0.92,6
0.94,6
1.00,6
1.00,6
1.00,6
0.50,1
0.84,4
0.87,5
0.91,6
0.93,6
0.93,6
0.00,1
0.41,1
0.55,2
0.61,2
0.80,4
0.84,4
0.86,5
0.87,5
0.89,5
0.90,5
0.94,6
0.96,6
1.00,6
1.00,6
0.31,1
0.34,1
0.71,3
0.79,3
0.81,4
0.81,4
0.83,4
0.84,4
0.93,6
0.00,1
0.22,1
0.34,1
0.46,1
0.55,2
0.55,2
0.67,2
0.75,3
0.86,5
0.91,6
0.92,6
0.92,6
0.94,6
0.95,6
0.45,1
0.45,1
0.65,2
0.77,3
0.79,3
0.81,4
0.83,4
0.83,4
0.87,5
0.93,6
1.00,6
0.00,1
0.22,1
0.33,1
0.81,4
0.82,4
0.86,5
0.88,5
0.89,5
0.93,6
0.98,6
0.98,6
1.00,6
1.00,6
1.00,6
0.00,1
0.30,1
0.38,1
0.77,3
0.82,4
0.83,4
0.85,4
0.90,5
0.92,6
0.92,6
0.93,6
0.00,1
0.15,1
0.16,1
0.25,1
0.33,1
0.83,4
0.00,1
0.00,1
0.45,1
0.62,2
0.65,2
0.70,2
0.73,3
0.73,3
0.74,3
0.79,3
0.80,3
0.82,4
0.84,4
0.86,5
0.87,5
0.92,6
0.97,6
0.33,1
0.35,1
0.38,1
0.50,1
0.71,3
0.74,3
0.79,3
0.88,5
0.88,5
0.00,1
0.50,1
0.64,2
0.69,2
0.77,3
0.78,3
0.78,3
0.85,4
0.88,5
0.88,5
0.90,5
0.91,6
0.96,6
0.96,6
0.96,6
1.00,6
0.27,1
0.44,1
0.64,2
0.81,4
0.83,4
0.83,4
0.84,4
0.86,5
0.89,5
0.96,6
0.97,6
0.98,6
1.00,6
1.00,6
0.40,1
0.71,3
0.00,1
0.22,1
0.50,1
0.50,1
0.53,2
0.64,2
0.65,2
0.70,3
0.76,3
0.81,4
0.81,4
0.87,5
0.87,5
0.88,5
0.88,5
0.89,5
0.96,6
0.19,1
0.42,1
0.51,2
0.53,2
1.00,6
1.00,6
0.66,2
0.81,4
0.88,5
0.22,1
0.27,1
0.35,1
1.00,6
0.00,1
0.23,1
0.34,1
0.76,3
0.87,5
0.91,6
1.00,6
1.00,6
1.00,6
1.00,6
0.30,1
0.56,2
0.61,2
0.63,2
0.79,3
0.83,4
0.84,4
0.86,5
0.92,6
0.92,6
0.92,6
0.93,6
0.96,6
0.96,6
0.00,1
0.00,1
0.20,1
0.30,1
0.32,1
0.35,1
0.37,1
0.44,1
0.62,2
0.79,3
0.79,3
0.80,3
0.82,4
0.83,4
0.88,5
0.92,6
0.96,6
0.27,1
0.28,1
0.39,1
0.50,2
0.57,2
0.79,3
0.84,4
0.86,5
0.87,5
0.91,5
0.92,6
0.93,6
0.72,3
0.86,5
0.91,5
0.91,5
0.92,6
1.00,6
0.00,1
0.00,1
0.37,1
0.47,1
0.51,2
0.57,2
0.66,2
0.76,3
0.77,3
0.79,3
0.79,3
0.79,3
0.79,3
0.79,3
0.80,4
0.81,4
0.82,4
0.83,4
0.83,4
0.83,4
0.83,4
0.84,4
0.86,5
0.86,5
0.88,5
0.88,5
0.88,5
0.89,5
0.91,6
0.92,6
0.92,6
0.94,6
0.95,6
0.96,6
0.97,6
0.97,6
1.00,6
1.00,6
0.72,3
0.77,3
0.84,4
0.94,6
0.95,6
0.00,1
0.76,3
0.77,3
0.82,4
0.84,4
0.84,4
0.85,4
1.00,6
0.75,3
0.80,3
0.80,4
0.87,5
0.89,5
0.90,5
0.90,5
1.00,6
0.60,2
0.90,5
0.90,5
0.90,5
0.90,5
0.90,5
0.98,6
1.00,6
1.00,6
0.69,2
0.80,4
0.82,4
0.95,6
0.95,6
0.96,6
0.96,6
0.38,1
0.63,2
0.79,3
0.80,4
0.84,4
0.92,6
0.95,6
0.96,6
0.96,6
0.97,6
0.35,1
0.80,4
0.83,4
0.85,4
0.85,5
0.88,5
0.93,6
0.93,6
1.00,6
0.00,1
0.72,3
0.76,3
0.79,3
0.88,5
0.88,5
0.94,6
0.97,6
0.00,1
0.00,1
0.56,2
0.66,2
0.69,2
0.78,3
0.78,3
0.80,3
0.80,4
0.81,4
0.82,4
0.83,4
0.83,4
0.85,5
0.87,5
0.88,5
0.88,5
0.89,5
0.91,5
0.92,6
0.95,6
0.00,1
0.00,1
0.00,1
0.35,1
0.44,1
0.49,1
0.50,1
0.69,2
0.73,3
0.74,3
0.74,3
0.74,3
0.82,4
0.83,4
0.84,4
0.84,4
0.86,5
0.89,5
0.89,5
0.90,5
0.91,5
0.92,6
0.92,6
0.92,6
0.93,6
0.93,6
0.93,6
0.95,6
0.95,6
0.96,6
0.96,6
0.96,6
0.96,6
0.97,6
0.97,6
1.00,6
1.00,6
0.00,1
0.81,4
0.83,4
0.86,5
0.88,5
0.91,6
0.91,6
0.95,6
0.96,6
1.00,6
1.00,6
1.00,6
0.96,6
0.00,1
0.48,1
0.54,2
0.57,2
0.76,3
0.77,3
0.80,3
0.82,4
0.83,4
0.86,5
0.90,5
0.90,5
0.94,6
0.96,6
0.97,6
0.71,3
0.73,3
0.79,3
0.82,4
0.82,4
0.83,4
0.85,5
0.85,5
0.90,5
0.90,5
0.90,5
0.90,5
0.90,5
0.90,5
0.92,6
0.97,6
0.00,1
0.33,1
0.38,1
0.56,2
0.69,2
0.70,2
0.70,2
0.71,3
0.74,3
0.76,3
0.76,3
0.78,3
0.83,4
0.84,4
0.85,4
0.85,5
0.88,5
0.88,5
0.88,5
0.88,5
0.89,5
0.91,5
0.92,6
0.92,6
0.93,6
0.93,6
0.94,6
0.97,6
1.00,6
0.00,1
0.07,1
0.23,1
0.49,1
0.67,2
0.71,3
0.76,3
0.82,4
0.85,5
0.88,5
0.89,5
0.90,5
0.90,5
0.93,6
0.94,6
0.95,6
0.96,6
0.96,6
0.97,6
0.97,6
0.97,6
0.00,1
0.76,3
0.84,4
0.87,5
0.91,6
0.92,6
0.92,6
0.95,6
0.95,6
0.97,6
0.98,6
1.00,6
1.00,6
0.00,1
0.51,2
0.56,2
0.70,2
0.77,3
0.81,4
0.83,4
0.87,5
0.88,5
0.90,5
0.91,6
0.94,6
0.95,6
0.72,3
0.86,5
1.00,6
0.00,1
0.41,1
0.76,3
0.76,3
0.80,4
0.80,4
0.87,5
0.88,5
0.94,6
0.96,6
1.00,6
0.42,1
0.68,2
0.73,3
0.78,3
0.92,6
0.95,6
0.00,1
0.36,1
0.61,2
0.94,6
1.00,6
1.00,6
1.00,6
0.00,1
0.00,1
0.38,1
0.40,1
0.54,2
0.64,2
0.70,3
0.76,3
0.76,3
0.80,3
0.80,4
0.83,4
0.83,4
0.87,5
0.91,6
0.93,6
0.93,6
0.95,6
0.95,6
0.96,6
0.97,6
0.97,6
0.97,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
0.00,1
0.00,1
0.34,1
0.68,2
0.77,3
0.78,3
0.80,3
0.82,4
0.85,5
0.89,5
0.91,6
0.92,6
0.92,6
0.92,6
0.92,6
0.92,6
0.92,6
0.93,6
0.94,6
0.97,6
0.97,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
0.00,1
0.00,1
0.39,1
0.43,1
0.50,1
0.50,1
0.60,2
0.67,2
0.73,3
0.77,3
0.78,3
0.79,3
0.80,4
0.83,4
0.83,4
0.84,4
0.86,5
0.88,5
0.89,5
0.90,5
0.90,5
0.91,5
0.91,5
0.91,6
0.92,6
0.95,6
0.96,6
0.97,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
0.63,2
0.75,3
0.87,5
0.88,5
0.94,6
0.96,6
0.97,6
0.00,1
0.44,1
0.83,4
0.84,4
0.85,5
0.88,5
0.88,5
0.90,5
0.90,5
0.90,5
0.92,6
0.95,6
0.95,6
0.96,6
0.97,6
0.97,6
0.00,1
0.42,1
0.64,2
0.81,4
0.83,4
0.85,5
0.87,5
0.89,5
0.89,5
0.90,5
0.91,5
0.91,5
0.91,5
0.91,6
0.95,6
0.95,6
0.96,6
0.97,6
0.97,6
0.97,6
1.00,6
0.53,2
0.63,2
0.63,2
0.72,3
0.76,3
0.76,3
0.76,3
0.78,3
0.78,3
0.81,4
0.84,4
0.84,4
0.87,5
0.90,5
0.91,6
0.92,6
0.96,6
0.97,6
0.97,6
1.00,6
1.00,6
0.00,1
0.41,1
0.42,1
0.48,1
0.79,3
0.83,4
0.83,4
0.88,5
0.89,5
0.91,5
0.97,6
1.00,6
1.00,6
0.72,3
0.79,3
0.81,4
0.86,5
0.87,5
0.89,5
0.89,5
0.90,5
0.91,5
0.91,6
0.92,6
0.95,6
0.96,6
0.96,6
0.97,6
0.97,6
0.98,6
1.00,6
1.00,6
0.00,1
0.39,1
0.57,2
0.77,3
0.78,3
0.80,4
0.83,4
0.85,4
0.90,5
0.91,6
0.91,6
0.92,6
0.92,6
1.00,6
1.00,6
1.00,6
1.00,6
0.81,4
0.85,4
0.90,5
0.90,5
0.95,6
1.00,6
1.00,6
0.00,1
0.00,1
0.00,1
0.00,1
0.34,1
0.72,3
0.72,3
0.78,3
0.83,4
0.84,4
0.88,5
0.89,5
0.90,5
0.90,5
0.92,6
0.93,6
0.93,6
0.95,6
0.95,6
0.98,6
1.00,6
0.25,1
0.32,1
0.59,2
0.70,3
0.72,3
0.73,3
0.73,3
0.78,3
0.82,4
0.83,4
0.84,4
0.85,4
0.88,5
0.97,6
1.00,6
1.00,6
1.00,6
1.00,6
0.00,1
0.42,1
0.63,2
0.65,2
0.77,3
0.83,4
0.88,5
0.91,6
0.96,6
0.43,1
0.44,1
0.66,2
0.73,3
0.74,3
0.74,3
0.74,3
0.79,3
0.83,4
0.84,4
0.84,4
0.84,4
0.85,5
0.85,5
0.87,5
0.91,6
0.92,6
0.93,6
0.93,6
0.95,6
0.95,6
0.97,6
1.00,6
1.00,6
1.00,6
0.03,1
0.25,1
0.45,1
0.49,1
0.73,3
0.78,3
0.79,3
0.79,3
0.89,5
0.90,5
0.92,6
0.93,6
0.94,6
0.96,6
1.00,6
0.00,1
0.00,1
0.29,1
0.81,4
0.90,5
0.93,6
0.95,6
0.96,6
1.00,6
1.00,6
1.00,6
0.15,1
0.50,1
0.78,3
0.86,5
0.87,5
0.87,5
0.88,5
0.88,5
0.90,5
0.92,6
0.95,6
0.95,6
0.95,6
0.96,6
0.97,6
0.97,6
1.00,6
1.00,6
1.00,6
0.75,3
0.77,3
0.81,4
0.81,4
0.81,4
0.83,4
0.88,5
0.88,5
0.88,5
0.88,5
0.90,5
0.91,5
0.92,6
0.92,6
0.92,6
0.95,6
0.96,6
0.96,6
0.96,6
0.97,6
1.00,6
1.00,6
0.00,1
0.42,1
0.46,1
0.74,3
0.86,5
0.88,5
0.91,6
0.91,6
0.92,6
0.92,6
0.93,6
0.93,6
0.96,6
0.97,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
0.00,1
0.00,1
0.75,3
0.91,6
0.97,6
0.92,6
0.94,6
0.72,3
0.38,1
0.91,6
0.00,1
0.74,3
0.75,3
0.78,3
0.79,3
0.82,4
0.85,5
0.88,5
0.91,6
0.94,6
0.96,6
0.96,6
0.96,6
0.97,6
0.97,6
0.97,6
0.97,6
1.00,6
0.00,1
0.00,1
0.36,1
0.70,3
0.73,3
0.74,3
0.77,3
0.77,3
0.79,3
0.83,4
0.85,5
0.86,5
0.87,5
0.87,5
0.88,5
0.88,5
0.89,5
0.92,6
0.92,6
0.94,6
0.94,6
0.95,6
0.96,6
0.97,6
0.97,6
0.97,6
1.00,6
1.00,6
0.00,1
0.00,1
0.00,1
0.00,1
0.38,1
0.47,1
0.74,3
0.76,3
0.77,3
0.80,4
0.81,4
0.85,4
0.86,5
0.88,5
0.88,5
0.88,5
0.91,6
0.91,6
0.92,6
0.92,6
0.92,6
0.93,6
0.93,6
0.95,6
0.95,6
0.96,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
1.00,6
0.34,1
0.65,2
0.75,3
0.82,4
0.82,4
0.83,4
0.83,4
0.83,4
0.84,4
0.88,5
0.88,5
0.88,5
0.88,5
0.90,5
0.91,6
0.91,6
0.91,6
0.92,6
0.93,6
0.95,6
0.96,6
0.96,6
0.96,6
0.96,6
0.98,6
1.00,6
1.00,6
1.00,6
1.00,6
0.96,6
0.97,6
0.00,1
0.76,3
0.91,6
1.00,6
1.00,6
0.00,1
0.45,1
0.75,3
0.84,4
0.85,5
1.00,6
0.00,1
0.33,1
0.40,1
0.47,1
0.60,2
0.70,2
0.80,3
0.84,4
0.85,5
0.86,5
0.89,5
0.90,5
0.91,5
0.93,6
0.96,6
0.97,6
0.98,6
1.00,6
1.00,6
1.00,6
0.71,3
0.88,5
0.61,2
0.84,4
0.86,5
0.88,5
0.88,5
0.93,6
0.98,6
1.00,6
0.83,4
0.85,5
0.87,5
0.89,5
0.90,5
0.92,6
0.92,6
0.96,6
0.96,6
0.00,1
0.00,1
0.74,3
0.74,3
0.76,3
0.76,3
0.76,3
0.85,4
0.85,5
0.86,5
0.87,5
0.89,5
0.89,5
0.93,6
0.94,6
0.96,6
0.96,6
0.96,6
0.97,6
0.97,6
1.00,6
1.00,6
0.00,1
0.00,1
0.35,1
0.58,2
0.68,2
0.69,2
0.69,2
0.74,3
0.78,3
0.80,4
0.85,4
0.85,5
0.87,5
0.88,5
0.90,5
0.92,6
0.92,6
0.97,6
0.97,6
0.97,6
0.97,6
0.98,6
1.00,6
0.96,6
0.00,1
0.48,1
0.67,2
0.71,3
0.75,3
0.76,3
0.77,3
